مصدر,بسامد,بن ماضی,بسامد,اسم مفعول,بسامد,گذشته ساده ۱ مفرد,بسامد,گذشته ساده ۲ مفرد,بسامد,گذشته ساده ۳ مفرد,بسامد,گذشته ساده ۱ جمع ,بسامد,گذشته ساده ۲ جمع ,بسامد,گذشته ساده ۳ جمع ,بسامد,ماضی استمراری ۱ مفرد,بسامد,ماضی استمراری ۲ مفرد,بسامد,ماضی استمراری ۳ مفرد,بسامد,ماضی استمراری ۱ جمع,بسامد,ماضی استمراری ۲ جمع,بسامد,ماضی استمراری ۳ جمع,بسامد,حال کامل ۱ مفرد ,بسامد,حال کامل ۲ مفرد ,بسامد,حال کامل ۳ مفرد ,بسامد,حال کامل ۱ جمع ,بسامد,حال کامل ۲ جمع ,بسامد,حال کامل ۳ جمع ,بسامد,گذشته استمراری التزامی ۱ مفرد,بسامد,گذشته استمراری التزامی ۲ مفرد,بسامد,گذشته استمراری التزامی ۳ مفرد,بسامد,گذشته استمراری التزامی ۱ جمع,بسامد,گذشته استمراری التزامی ۲ جمع,بسامد,گذشته استمراری التزامی ۳ جمع,بسامد,بن مضارع,بسامد,مضارع ساده ۱ مفرد,بسامد,مضارع ساده ۲ مفرد,بسامد,مضارع ساده ۳ مفرد,بسامد,مضارع ساده ۱ جمع,بسامد,مضارع ساده ۲ جمع,بسامد,مضارع ساده ۳ جمع,بسامد,مضارع اخباری ۱مفرد,بسامد,مضارع اخباری ۲مفرد,بسامد,مضارع اخباری ۳مفرد,بسامد,مضارع اخباری ۱ جمع,بسامد,مضارع اخباری ۲ جمع,بسامد,مضارع اخباری ۳ جمع,بسامد,مضارع التزامی ۱ مفرد,بسامد,مضارع التزامی ۲ مفرد,بسامد,مضارع التزامی ۳ مفرد,بسامد,مضارع التزامی ۱ جمع,بسامد,مضارع التزامی ۲ جمع,بسامد,مضارع التزامی ۳ جمع,بسامد,حال استمراری التزامی ۱ مفرد ,بسامد,حال استمراری التزامی ۲ مفرد ,بسامد,حال استمراری التزامی ۳ مفرد ,بسامد,حال استمراری التزامی ۱ جمع ,بسامد,حال استمراری التزامی ۲ جمع ,بسامد,حال استمراری التزامی ۳ جمع ,بسامد,ماضی نقلی ۱ مفرد,بسامد,ماضی نقلی ۲ مفرد,بسامد,ماضی نقلی ۳ مفرد,بسامد,ماضی نقلی ۱ جمع,بسامد,ماضی نقلی ۲ جمع,بسامد,ماضی نقلی 3 جمع‌اند,بسامد,ماضی بعید ۱ مفرد,بسامد,ماضی بعید ۲ مفرد,بسامد,ماضی بعید ۳ مفرد,بسامد,ماضی بعید ۱ جمع,بسامد,ماضی بعید ۲ جمع,بسامد,ماضی بعید ۳ جمع‌بودند,بسامد,ماضی نقلی استمراری ۱ مفرد,بسامد,ماضی نقلی استمراری ۲ مفرد,بسامد,ماضی نقلی استمراری ۳ مفرد,بسامد,ماضی نقلی استمراری ۱ جمع,بسامد,ماضی نقلی استمراری ۲ جمع,بسامد,ماضی نقلی استمراری ۳ جمع,بسامد,امری,بسامد,ماضی ساده مجمول ۱ مفرد,بسامد,ماضی ساده مجمول ۲ مفرد,بسامد,ماضی ساده مجمول ۳ مفرد,بسامد,ماضی ساده مجمول ۱ جمع,بسامد,ماضی ساده مجمول ۲ جمع,بسامد,ماضی ساده مجمول ۳ جمع,بسامد,ماضی استمراری مجمول ۱ مفرد,بسامد,ماضی استمراری مجمول ۲ مفرد,بسامد,ماضی استمراری مجمول ۳ مفرد,بسامد,ماضی استمراری مجمول ۱ جمع,بسامد,ماضی استمراری مجمول ۲ جمع,بسامد,ماضی استمراری مجمول ۳ جمع,بسامد
گسلیدن,6,گسلید,1,گسلیده,6,گسلیدم,0,گسلیدی,0,گسلید,1,گسلیدیم,0,گسلیدید,0,گسلیدند,0,می‌گسلیدم,0,می‌گسلیدی,0,می‌گسلید,0,می‌گسلیدیم,0,می‌گسلیدید,0,می‌گسلیدند,0,گسلیده‌باشم,0,گسلیده‌باشی,0,گسلیده‌باش,0,گسلیده‌باشیم,0,گسلیده‌باشید,0,گسلیده‌باشند,0,داشتم‌می‌گسلیدم,0,داشتی‌می‌گسلیدی,0,داشت‌می‌گسلید,0,داشتیم‌می‌گسلیدیم,0,داشتید‌می‌گسلیدید,0,داشتند‌می‌گسلیدند,0,گسل,2073,گسلم,1,گسلی,152,گسلد,68,گسلیم,0,گسلید,1,گسلند,6,می‌گسلم,0,می‌گسلی,0,می‌گسلد,62,می‌گسلیم,0,می‌گسلید,0,می‌گسلند,6,بگسلم,10,بگسلی,4,بگسلد,163,بگسلیم,16,بگسلید,4,بگسلند,47,دارم‌می‌گسلم,0,داری‌می‌گسلی,0,دارد‌می‌گسلد,0,داریم‌می‌گسلیم,0,دارید‌می‌گسلید,0,دارند‌می‌گسلند,0,گسلیده‌ام,0,گسلیده‌ای,0,گسلیده‌است,2,گسلیده‌ایم,0,گسلیده‌اید,0,گسلیده‌اند,0,گسلیده‌بودم,0,گسلیده‌بودی,0,گسلیده‌بود,0,گسلیده‌بودیم,0,گسلیده‌بودید,0,گسلیده‌بودند,0,‌می‌گسلیده‌ام,0,‌می‌گسلیده‌ای,0,‌می‌گسلیده‌است,0,‌می‌گسلیده‌ایم,0,‌می‌گسلیده‌اید,0,‌می‌گسلیده‌اند,0,بگسل,16,گسلیده‌شدم,0,گسلیده‌شدی,0,گسلیده‌شد,0,گسلیده‌شدیم,0,گسلیده‌شدید,0,گسلیده‌شدند,0,گسلیده‌می‌شدم,0,گسلیده‌می‌شدی,0,گسلیده‌می‌شد,0,گسلیده‌می‌شدیم,0,گسلیده‌می‌شدید,0,گسلیده‌می‌شدند,0,
گشادن,29,گشاد,1712,گشاده,1786,گشادم,4,گشادی,269,گشاد,1712,گشادیم,0,گشادید,1,گشادند,23,می‌گشادم,0,می‌گشادی,0,می‌گشاد,2,می‌گشادیم,0,می‌گشادید,0,می‌گشادند,2,گشاده‌باشم,0,گشاده‌باشی,0,گشاده‌باش,1,گشاده‌باشیم,0,گشاده‌باشید,0,گشاده‌باشند,2,داشتم‌می‌گشادم,0,داشتی‌می‌گشادی,0,داشت‌می‌گشاد,0,داشتیم‌می‌گشادیم,0,داشتید‌می‌گشادید,0,داشتند‌می‌گشادند,0,گشای,666,گشایم,35,گشایی,1683,گشاید,1009,گشاییم,31,گشایید,8,گشایند,276,می‌گشایم,27,می‌گشایی,17,می‌گشاید,839,می‌گشاییم,25,می‌گشایید,3,می‌گشایند,223,بگشایم,125,بگشایی,56,بگشاید,2151,بگشاییم,278,بگشایید,110,بگشایند,843,دارم‌می‌گشایم,0,داری‌می‌گشایی,0,دارد‌می‌گشاید,0,داریم‌می‌گشاییم,0,دارید‌می‌گشایید,0,دارند‌می‌گشایند,0,گشاده‌ام,1,گشاده‌ای,0,گشاده‌است,25,گشاده‌ایم,0,گشاده‌اید,0,گشاده‌اند,0,گشاده‌بودم,0,گشاده‌بودی,0,گشاده‌بود,18,گشاده‌بودیم,0,گشاده‌بودید,0,گشاده‌بودند,0,‌می‌گشاده‌ام,0,‌می‌گشاده‌ای,0,‌می‌گشاده‌است,0,‌می‌گشاده‌ایم,0,‌می‌گشاده‌اید,0,‌می‌گشاده‌اند,0,بگشای,109,گشاده‌شدم,0,گشاده‌شدی,0,گشاده‌شد,12,گشاده‌شدیم,0,گشاده‌شدید,0,گشاده‌شدند,0,گشاده‌می‌شدم,0,گشاده‌می‌شدی,0,گشاده‌می‌شد,0,گشاده‌می‌شدیم,0,گشاده‌می‌شدید,0,گشاده‌می‌شدند,0,
گشتن,1631,گشت,24597,گشته,6426,گشتم,1632,گشتی,2186,گشت,24597,گشتیم,755,گشتید,120,گشتند,2435,می‌گشتم,295,می‌گشتی,18,می‌گشت,1254,می‌گشتیم,121,می‌گشتید,20,می‌گشتند,445,گشته‌باشم,0,گشته‌باشی,0,گشته‌باش,0,گشته‌باشیم,1,گشته‌باشید,0,گشته‌باشند,2,داشتم‌می‌گشتم,0,داشتی‌می‌گشتی,0,داشت‌می‌گشت,0,داشتیم‌می‌گشتیم,0,داشتید‌می‌گشتید,0,داشتند‌می‌گشتند,0,گرد,26233,گردم,2741,گردی,2740,گردد,70707,گردیم,2958,گردید,2,گردند,10206,می‌گردم,1056,می‌گردی,134,می‌گردد,17415,می‌گردیم,411,می‌گردید,929,می‌گردند,2793,بگردم,389,بگردی,206,بگردد,884,بگردیم,767,بگردید,586,بگردند,597,دارم‌می‌گردم,0,داری‌می‌گردی,0,دارد‌می‌گردد,0,داریم‌می‌گردیم,0,دارید‌می‌گردید,0,دارند‌می‌گردند,0,گشته‌ام,1,گشته‌ای,0,گشته‌است,1637,گشته‌ایم,5,گشته‌اید,0,گشته‌اند,18,گشته‌بودم,40,گشته‌بودی,1,گشته‌بود,664,گشته‌بودیم,3,گشته‌بودید,0,گشته‌بودند,97,‌می‌گشته‌ام,0,‌می‌گشته‌ای,0,‌می‌گشته‌است,0,‌می‌گشته‌ایم,0,‌می‌گشته‌اید,0,‌می‌گشته‌اند,0,بگرد,183,گشته‌شدم,0,گشته‌شدی,0,گشته‌شد,4,گشته‌شدیم,0,گشته‌شدید,0,گشته‌شدند,3,گشته‌می‌شدم,0,گشته‌می‌شدی,0,گشته‌می‌شد,0,گشته‌می‌شدیم,0,گشته‌می‌شدید,0,گشته‌می‌شدند,0,
گشودن,3669,گشود,7868,گشوده,7288,گشودم,243,گشودی,52,گشود,7868,گشودیم,104,گشودید,29,گشودند,1893,می‌گشودم,6,می‌گشودی,7,می‌گشود,111,می‌گشودیم,11,می‌گشودید,0,می‌گشودند,58,گشوده‌باشم,0,گشوده‌باشی,0,گشوده‌باش,0,گشوده‌باشیم,2,گشوده‌باشید,1,گشوده‌باشند,7,داشتم‌می‌گشودم,0,داشتی‌می‌گشودی,0,داشت‌می‌گشود,0,داشتیم‌می‌گشودیم,0,داشتید‌می‌گشودید,0,داشتند‌می‌گشودند,0,گشای,666,گشایم,35,گشایی,1683,گشاید,1009,گشاییم,31,گشایید,8,گشایند,276,می‌گشایم,27,می‌گشایی,17,می‌گشاید,839,می‌گشاییم,25,می‌گشایید,3,می‌گشایند,223,بگشایم,125,بگشایی,56,بگشاید,2151,بگشاییم,278,بگشایید,110,بگشایند,843,دارم‌می‌گشایم,0,داری‌می‌گشایی,0,دارد‌می‌گشاید,0,داریم‌می‌گشاییم,0,دارید‌می‌گشایید,0,دارند‌می‌گشایند,0,گشوده‌ام,2,گشوده‌ای,0,گشوده‌است,848,گشوده‌ایم,0,گشوده‌اید,0,گشوده‌اند,4,گشوده‌بودم,7,گشوده‌بودی,1,گشوده‌بود,254,گشوده‌بودیم,2,گشوده‌بودید,0,گشوده‌بودند,79,‌می‌گشوده‌ام,0,‌می‌گشوده‌ای,0,‌می‌گشوده‌است,0,‌می‌گشوده‌ایم,0,‌می‌گشوده‌اید,0,‌می‌گشوده‌اند,0,بگشای,109,گشوده‌شدم,0,گشوده‌شدی,0,گشوده‌شد,793,گشوده‌شدیم,0,گشوده‌شدید,0,گشوده‌شدند,33,گشوده‌می‌شدم,0,گشوده‌می‌شدی,0,گشوده‌می‌شد,0,گشوده‌می‌شدیم,0,گشوده‌می‌شدید,0,گشوده‌می‌شدند,0,
گفتن,23624,گفت,1513085,گفته,241082,گفتم,48829,گفتی,4845,گفت,1513085,گفتیم,9058,گفتید,5052,گفتند,52125,می‌گفتم,1235,می‌گفتی,198,می‌گفت,15801,می‌گفتیم,500,می‌گفتید,165,می‌گفتند,5438,گفته‌باشم,217,گفته‌باشی,45,گفته‌باش,0,گفته‌باشیم,79,گفته‌باشید,19,گفته‌باشند,127,داشتم‌می‌گفتم,0,داشتی‌می‌گفتی,0,داشت‌می‌گفت,0,داشتیم‌می‌گفتیم,0,داشتید‌می‌گفتید,0,داشتند‌می‌گفتند,0,گو,25920,گویم,9247,گویی,2,گوید,1,گوییم,4475,گویید,2898,گویند,7,می‌گویم,8356,می‌گویی,890,می‌گوید,1,می‌گوییم,4065,می‌گویید,2757,می‌گویند,1,بگویم,37339,بگویی,2121,بگوید,24761,بگوییم,20306,بگویید,12622,بگویند,12878,دارم‌می‌گویم,0,داری‌می‌گویی,0,دارد‌می‌گوید,0,داریم‌می‌گوییم,0,دارید‌می‌گویید,0,دارند‌می‌گویند,0,گفته‌ام,4,گفته‌ای,16,گفته‌است,21259,گفته‌ایم,0,گفته‌اید,0,گفته‌اند,10,گفته‌بودم,1227,گفته‌بودی,160,گفته‌بود,18793,گفته‌بودیم,291,گفته‌بودید,377,گفته‌بودند,2125,‌می‌گفته‌ام,0,‌می‌گفته‌ای,0,‌می‌گفته‌است,0,‌می‌گفته‌ایم,0,‌می‌گفته‌اید,0,‌می‌گفته‌اند,0,بگو,9322,گفته‌شدم,0,گفته‌شدی,1,گفته‌شد,6178,گفته‌شدیم,2,گفته‌شدید,0,گفته‌شدند,11,گفته‌می‌شدم,0,گفته‌می‌شدی,0,گفته‌می‌شد,0,گفته‌می‌شدیم,0,گفته‌می‌شدید,0,گفته‌می‌شدند,0,
گماردن,625,گمارد,757,گمارده,860,گماردم,8,گماردی,1,گمارد,757,گماردیم,13,گماردید,1,گماردند,118,می‌گماردم,0,می‌گماردی,0,می‌گمارد,58,می‌گماردیم,0,می‌گماردید,0,می‌گماردند,9,گمارده‌باشم,0,گمارده‌باشی,0,گمارده‌باش,0,گمارده‌باشیم,0,گمارده‌باشید,0,گمارده‌باشند,0,داشتم‌می‌گماردم,0,داشتی‌می‌گماردی,0,داشت‌می‌گمارد,0,داشتیم‌می‌گماردیم,0,داشتید‌می‌گماردید,0,داشتند‌می‌گماردند,0,گمار,45,گمارم,8,گماری,47,گمارد,757,گماریم,87,گمارید,20,گمارند,424,می‌گمارم,2,می‌گماری,1,می‌گمارد,58,می‌گماریم,10,می‌گمارید,2,می‌گمارند,47,بگمارم,9,بگماری,2,بگمارد,266,بگماریم,58,بگمارید,26,بگمارند,173,دارم‌می‌گمارم,0,داری‌می‌گماری,0,دارد‌می‌گمارد,0,داریم‌می‌گماریم,0,دارید‌می‌گمارید,0,دارند‌می‌گمارند,0,گمارده‌ام,0,گمارده‌ای,0,گمارده‌است,84,گمارده‌ایم,0,گمارده‌اید,0,گمارده‌اند,0,گمارده‌بودم,0,گمارده‌بودی,0,گمارده‌بود,37,گمارده‌بودیم,1,گمارده‌بودید,0,گمارده‌بودند,11,‌می‌گمارده‌ام,0,‌می‌گمارده‌ای,0,‌می‌گمارده‌است,0,‌می‌گمارده‌ایم,0,‌می‌گمارده‌اید,0,‌می‌گمارده‌اند,0,بگمار,54,گمارده‌شدم,0,گمارده‌شدی,0,گمارده‌شد,59,گمارده‌شدیم,0,گمارده‌شدید,0,گمارده‌شدند,34,گمارده‌می‌شدم,0,گمارده‌می‌شدی,0,گمارده‌می‌شد,0,گمارده‌می‌شدیم,0,گمارده‌می‌شدید,0,گمارده‌می‌شدند,0,
گماشتن,141,گماشت,878,گماشته,785,گماشتم,19,گماشتی,0,گماشت,878,گماشتیم,13,گماشتید,2,گماشتند,177,می‌گماشتم,0,می‌گماشتی,0,می‌گماشت,25,می‌گماشتیم,0,می‌گماشتید,0,می‌گماشتند,11,گماشته‌باشم,1,گماشته‌باشی,1,گماشته‌باش,0,گماشته‌باشیم,0,گماشته‌باشید,0,گماشته‌باشند,0,داشتم‌می‌گماشتم,0,داشتی‌می‌گماشتی,0,داشت‌می‌گماشت,0,داشتیم‌می‌گماشتیم,0,داشتید‌می‌گماشتید,0,داشتند‌می‌گماشتند,0,گمار,45,گمارم,8,گماری,47,گمارد,757,گماریم,87,گمارید,20,گمارند,424,می‌گمارم,2,می‌گماری,1,می‌گمارد,58,می‌گماریم,10,می‌گمارید,2,می‌گمارند,47,بگمارم,9,بگماری,2,بگمارد,266,بگماریم,58,بگمارید,26,بگمارند,173,دارم‌می‌گمارم,0,داری‌می‌گماری,0,دارد‌می‌گمارد,0,داریم‌می‌گماریم,0,دارید‌می‌گمارید,0,دارند‌می‌گمارند,0,گماشته‌ام,0,گماشته‌ای,0,گماشته‌است,101,گماشته‌ایم,1,گماشته‌اید,0,گماشته‌اند,1,گماشته‌بودم,0,گماشته‌بودی,0,گماشته‌بود,29,گماشته‌بودیم,3,گماشته‌بودید,0,گماشته‌بودند,22,‌می‌گماشته‌ام,0,‌می‌گماشته‌ای,0,‌می‌گماشته‌است,0,‌می‌گماشته‌ایم,0,‌می‌گماشته‌اید,0,‌می‌گماشته‌اند,0,بگمار,54,گماشته‌شدم,3,گماشته‌شدی,1,گماشته‌شد,71,گماشته‌شدیم,0,گماشته‌شدید,0,گماشته‌شدند,25,گماشته‌می‌شدم,0,گماشته‌می‌شدی,0,گماشته‌می‌شد,0,گماشته‌می‌شدیم,0,گماشته‌می‌شدید,0,گماشته‌می‌شدند,0,
گمانیدن,0,گمانید,2,گمانیده,0,گمانیدم,0,گمانیدی,2,گمانید,2,گمانیدیم,0,گمانیدید,0,گمانیدند,0,می‌گمانیدم,0,می‌گمانیدی,0,می‌گمانید,0,می‌گمانیدیم,0,می‌گمانیدید,0,می‌گمانیدند,0,گمانیده‌باشم,0,گمانیده‌باشی,0,گمانیده‌باش,0,گمانیده‌باشیم,0,گمانیده‌باشید,0,گمانیده‌باشند,0,داشتم‌می‌گمانیدم,0,داشتی‌می‌گمانیدی,0,داشت‌می‌گمانید,0,داشتیم‌می‌گمانیدیم,0,داشتید‌می‌گمانیدید,0,داشتند‌می‌گمانیدند,0,گمان,23659,گمانم,1850,گمانی,301,گماند,1,گمانیم,8,گمانید,2,گمانند,67,می‌گمانم,0,می‌گمانی,0,می‌گماند,0,می‌گمانیم,0,می‌گمانید,0,می‌گمانند,0,بگمانم,14,بگمانی,0,بگماند,0,بگمانیم,0,بگمانید,2,بگمانند,0,دارم‌می‌گمانم,0,داری‌می‌گمانی,0,دارد‌می‌گماند,0,داریم‌می‌گمانیم,0,دارید‌می‌گمانید,0,دارند‌می‌گمانند,0,گمانیده‌ام,0,گمانیده‌ای,0,گمانیده‌است,0,گمانیده‌ایم,0,گمانیده‌اید,0,گمانیده‌اند,0,گمانیده‌بودم,0,گمانیده‌بودی,0,گمانیده‌بود,0,گمانیده‌بودیم,0,گمانیده‌بودید,0,گمانیده‌بودند,0,‌می‌گمانیده‌ام,0,‌می‌گمانیده‌ای,0,‌می‌گمانیده‌است,0,‌می‌گمانیده‌ایم,0,‌می‌گمانیده‌اید,0,‌می‌گمانیده‌اند,0,بگمان,12,گمانیده‌شدم,0,گمانیده‌شدی,0,گمانیده‌شد,0,گمانیده‌شدیم,0,گمانیده‌شدید,0,گمانیده‌شدند,0,گمانیده‌می‌شدم,0,گمانیده‌می‌شدی,0,گمانیده‌می‌شد,0,گمانیده‌می‌شدیم,0,گمانیده‌می‌شدید,0,گمانیده‌می‌شدند,0,
گنجیدن,9,گنجید,63,گنجیده,30,گنجیدم,0,گنجیدی,0,گنجید,63,گنجیدیم,1,گنجیدید,0,گنجیدند,6,می‌گنجیدم,0,می‌گنجیدی,0,می‌گنجید,28,می‌گنجیدیم,0,می‌گنجیدید,0,می‌گنجیدند,5,گنجیده‌باشم,0,گنجیده‌باشی,0,گنجیده‌باش,0,گنجیده‌باشیم,0,گنجیده‌باشید,0,گنجیده‌باشند,0,داشتم‌می‌گنجیدم,0,داشتی‌می‌گنجیدی,0,داشت‌می‌گنجید,0,داشتیم‌می‌گنجیدیم,0,داشتید‌می‌گنجیدید,0,داشتند‌می‌گنجیدند,0,گنج,3677,گنجم,16,گنجی,5572,گنجد,409,گنجیم,0,گنجید,63,گنجند,86,می‌گنجم,0,می‌گنجی,1,می‌گنجد,362,می‌گنجیم,0,می‌گنجید,28,می‌گنجند,81,بگنجم,4,بگنجی,1,بگنجد,268,بگنجیم,4,بگنجید,1,بگنجند,39,دارم‌می‌گنجم,0,داری‌می‌گنجی,0,دارد‌می‌گنجد,0,داریم‌می‌گنجیم,0,دارید‌می‌گنجید,0,دارند‌می‌گنجند,0,گنجیده‌ام,0,گنجیده‌ای,0,گنجیده‌است,9,گنجیده‌ایم,0,گنجیده‌اید,0,گنجیده‌اند,0,گنجیده‌بودم,0,گنجیده‌بودی,0,گنجیده‌بود,3,گنجیده‌بودیم,0,گنجیده‌بودید,0,گنجیده‌بودند,0,‌می‌گنجیده‌ام,0,‌می‌گنجیده‌ای,0,‌می‌گنجیده‌است,0,‌می‌گنجیده‌ایم,0,‌می‌گنجیده‌اید,0,‌می‌گنجیده‌اند,0,بگنج,1,گنجیده‌شدم,0,گنجیده‌شدی,0,گنجیده‌شد,0,گنجیده‌شدیم,0,گنجیده‌شدید,0,گنجیده‌شدند,0,گنجیده‌می‌شدم,0,گنجیده‌می‌شدی,0,گنجیده‌می‌شد,0,گنجیده‌می‌شدیم,0,گنجیده‌می‌شدید,0,گنجیده‌می‌شدند,0,
گندانیدن,0,گندانید,0,گندانیده,0,گندانیدم,0,گندانیدی,0,گندانید,0,گندانیدیم,0,گندانیدید,0,گندانیدند,0,می‌گندانیدم,0,می‌گندانیدی,0,می‌گندانید,0,می‌گندانیدیم,0,می‌گندانیدید,0,می‌گندانیدند,0,گندانیده‌باشم,0,گندانیده‌باشی,0,گندانیده‌باش,0,گندانیده‌باشیم,0,گندانیده‌باشید,0,گندانیده‌باشند,0,داشتم‌می‌گندانیدم,0,داشتی‌می‌گندانیدی,0,داشت‌می‌گندانید,0,داشتیم‌می‌گندانیدیم,0,داشتید‌می‌گندانیدید,0,داشتند‌می‌گندانیدند,0,گندان,2,گندانم,0,گندانی,1,گنداند,0,گندانیم,0,گندانید,0,گندانند,0,می‌گندانم,0,می‌گندانی,1,می‌گنداند,0,می‌گندانیم,0,می‌گندانید,0,می‌گندانند,0,بگندانم,0,بگندانی,0,بگنداند,2,بگندانیم,1,بگندانید,0,بگندانند,0,دارم‌می‌گندانم,0,داری‌می‌گندانی,0,دارد‌می‌گنداند,0,داریم‌می‌گندانیم,0,دارید‌می‌گندانید,0,دارند‌می‌گندانند,0,گندانیده‌ام,0,گندانیده‌ای,0,گندانیده‌است,0,گندانیده‌ایم,0,گندانیده‌اید,0,گندانیده‌اند,0,گندانیده‌بودم,0,گندانیده‌بودی,0,گندانیده‌بود,0,گندانیده‌بودیم,0,گندانیده‌بودید,0,گندانیده‌بودند,0,‌می‌گندانیده‌ام,0,‌می‌گندانیده‌ای,0,‌می‌گندانیده‌است,0,‌می‌گندانیده‌ایم,0,‌می‌گندانیده‌اید,0,‌می‌گندانیده‌اند,0,بگندان,0,گندانیده‌شدم,0,گندانیده‌شدی,0,گندانیده‌شد,0,گندانیده‌شدیم,0,گندانیده‌شدید,0,گندانیده‌شدند,0,گندانیده‌می‌شدم,0,گندانیده‌می‌شدی,0,گندانیده‌می‌شد,0,گندانیده‌می‌شدیم,0,گندانیده‌می‌شدید,0,گندانیده‌می‌شدند,0,
